Product URL,Product Name,Product Price,Rating,Number of Reviews
/gp/bestsellers/luggage/2917436031/ref=sr_bs_0_2917436031_1,American Tourister Fizz Large Size 32 Ltrs Casual Backpack (BLACK),"₹1,199",4.0,"55,019"
/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD,Skybags Brat Black 46 Cms Casual Backpack,₹669,4.1,"5,224"
/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=ice_ac_b_dpb,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),₹550,4.3,"11,891"
/s/ref=sxin_15_trfobq2av2?rh=n%3A14737350031&k=bags&i=specialty-aps&srs=14737350031&pd_rd_w=X4Yv0&content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb:amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=0WFNMWC6K1TK86DZDYAR&pd_rd_wg=Emc8F&pd_rd_r=a6b77723-9310-479d-a771-f4b9b9a394a2&qid=1690376355,AmazonBasics Laptop Backpack,₹709,4.2,Amazon’s private and select curated brands
/Amazon-Basics-Laptop-Backpack-Repellent/dp/B09W3XLDM2?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,AmazonBasics Laptop Backpack,₹709,4.2,655
/MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB5DP5Y?sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D,"MosQuick® Clear large Drawstring Bags Clear Plastic Travel Bags, Travel Garments Organizing Storage Plastic Bags ,Shoe bags , Stationery Bag,multipurpose bag - Translucent",₹310,4.0,69
/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PYKVK?rdc=1&sbo=Tc8eqSFhUl4VwMzbE4fw%2Fw%3D%3D,"Presto! Oxo-Biodegradable Garbage Bags, Large (24 x 32 inches) - 15 bags/roll (Pack of 6, Black, plastic)",₹329,4.3,"29,954"
/gp/bestsellers/kitchen/6802467031/ref=sr_bs_3_6802467031_1,"Amazon Brand - Presto! Oxo-Biodegradable Garbage Bags, Medium -(19 x 21 inches) - 30 bags/roll (Pack of 6, Black)",₹319,4.4,"33,600"
/Backpack-Toddler-Animal-Cartoon-Travel/dp/B08D5RCWV9?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,Blue Tree Kids Backpack Mini Travel Bag 1-6 Years Cow,₹298,4.0,377
/AmazonBasics-Zippered-Storage-Bags-Window/dp/B07JJCJG5W?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,"AmazonBasics Zippered Storage Bag with Window, Rectangular",₹619,4.3,"1,721"
/Blue-Tree-Velvet-Nursery-Travelling/dp/B07QX58HGR?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,Blue Tree Velvet Kids School/Nursery/Picnic/Carry/Travelling Bag - 2 to 5 Age (_Best_Red_Strawberry),₹285,4.0,217
/Blue-Tree-Velvet-Nursery-Travelling/dp/B07QTQ3CS7?sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D,Blue Tree Velvet Kids School/Nursery/Picnic/Carry/Travelling Bag - 2 to 5 Age (Best_Blue-Rabbit)Pack of 1,₹298,4.2,82
/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,₹849,3.9,"3,258"
/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93,"Half Moon 35 Ltrs Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",₹649,3.9,"16,631"
/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women (Brown),₹987,4.4,"5,932"
/gp/bestsellers/computers/1375464031/ref=sr_bs_6_1375464031_1,"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","₹1,299",4.3,596
/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP,Gear Cello 30 Ltrs Black Laptop Backpack (LBPASPIRE0104),"₹1,125",4.4,"5,934"
/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y,"TRUE HUMAN Emperor Anti-Theft backpack With USB charging Port Laptop Bag, Office bag, college bag and anti -theft back pocket (Black)",₹689,3.8,"2,331"
/Half-Moon-Backpack-Spacious-Multiple/dp/B0C23Z9W18,Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,₹649,3.6,164
/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QQZYN,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,₹630,4.0,488
/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG,Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,₹229,3.7,"6,861"
/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL66G55,"WILDHORN 31L Laptop Backpack for Men/Women I Fits upto 15.6"" Laptop I Waterproof I Travel/Business/College Bookbags",₹599,4.0,"1,459"
/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3TVDK6,Northzone Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office (Black) 40L,₹549,4.0,128
/Arctic-Fox-Liters-String-Backpack/dp/B08L6Q9V1H,Arctic Fox 15 Liters Draw String Bag Lavender Backpack,₹229,4.3,"3,408"
/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G,"American Tourister VALEX BLUE LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","₹1,399",4.2,535
/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZHX3B1,"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (Black)",₹512,3.9,334
/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,₹849,3.9,"3,258"
/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G,"American Tourister VALEX BLUE LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","₹1,399",4.2,535
/Hammonds-Flycatcher-Leather-Messenger-LB190BRN/dp/B083M1QK32,HAMMONDS FLYCATCHER Laptop Bag for Men - Genuine Leather Messenger Shoulder Bag - Fits 14/15.6/16 Inch Laptops - Brown Office Bag - Multiple Pockets -Water Resistant -Executive Bag for Work and Travel,"₹5,255",4.4,572
/AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79,AmazonBasics - Casual Backpack/Office Bag/ for a 15.6-inch Laptop,₹699,4.2,655
/Bagneeds-Synthetic-Leather-Briefcase-Messenger/dp/B0855F8174,Bagneeds Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men,₹759,4.1,"4,507"
/Amazon-Basics-Anti-theft-College-Backpack/dp/B0C8NWKRRH,"Amazon Basics Slope Basics Black Anti-theft 15.6 inches Laptop Bag, Office/College Backpack",₹869,4.5,212
/Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5,Lenovo 15.6-inch Casual Laptop Briefcase T210,₹979,4.2,"20,440"
/Fur-Jaden-Leather-Resistant-Backpack/dp/B079KBP4VM,Fur Jaden Brown Backpack Bag for Men of Artificial Leather with Laptop Pocket,"₹1,399",4.0,"1,380"
/Gear-Training-Travel-Duffel-DUFCRSTNG4314/dp/B098FG3GVX,Gear Polyester 23 Cms Travel Bag(DUFCRSTNG4314_Khaki),₹489,4.1,533
/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QM2GD,NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,₹630,4.0,488
/AmazonBasics-Mini-Backpack-Outdoor-Black/dp/B0BRKFXT9Z,AmazonBasics - Mini Backpack for Outdoor Use (12 l) (Black),₹278,3.7,552
/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN,POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black,"₹1,399",4.1,"5,741"
/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC,ADISA Laptop Backpack 31 Ltrs,₹399,4.0,"8,978"
/Half-Moon-Waterproof-Laptop-Backpack/dp/B09QM9N1B3,Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls,₹589,3.6,377
/MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB42QFQ,"MosQuick® Clear large Drawstring Bags Clear Plastic Travel Bags, Travel Garments Organizing Storage Plastic Bags ,Shoe bags , Stationery Bag,multipurpose bag - Translucent",₹310,4.0,69
/Cosmus-Atomic-Compartment-Large-Laptop/dp/B077NZJ5XZ,COSMUS Atomic Dx 3 Compartment Large Laptop Bag Polyester Laptop Backpack,"₹1,939",4.4,"4,094"
/DZert-Polyester-Black-White-Backpack/dp/B07GXX2BP3,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Red Black,₹339,3.8,"2,502"
/Genie-compartments-Resistant-Lightweight-Travelling/dp/B097JJYXXT,"Genie Drama Queen Laptop Backpack for Women, 3 compartments, Stylish and Trendy College Bags for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose. 36 litres","₹1,299",4.4,7
/gp/bestsellers/electronics/1389022031/ref=sr_bs_4_1389022031_1,"Dyazo Water Resistant Camera Bag/Case Shoulder Strap Space for Photography Lens and Accessories Compatible for Nikon, Canon, Sony, Panasonic, Samsung & Other SLR/DSLR etc (Black & Silver)",₹799,4.3,424
/Murano-Casual-daybackpack-Office-College/dp/B0BX9FLPNX,Murano Louis 10ltr Casual daybackpack/Office & Travel Bag/School Bag/College Bag/Men/Women/Girl/Boy (Orange),₹168,3.2,40
/HAMMONDS-FLYCATCHER-Genuine-Shoulder-Messenger/dp/B07P2TQH78,"HAMMONDS FLYCATCHER Genuine Leather Laptop Bag for Men - Office Bag, Brown Color - Fits Up to 14/15.6/16 Inch Laptop/MacBook - Laptop Messenger Bags/Leather Bag for Men with Adjustable Shoulder Strap","₹2,623",4.3,"4,916"
/Yours-Choice-Briefcase-Messenger-Detachable/dp/B0B6PF1L69,Dell Laptop bag,"₹2,499",4.2,184
/LuvLap-Travel-Multifunctional-Waterproof-Bag-Backpack/dp/B07W6Z8XKB,LuvLap Lily Travel Multifunctional Waterproof Diaper Bag-Backpack Cum Tote Bag (Black),"₹1,135",4.4,944
/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N3DCTM,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- ALL) (Navy Blue),"₹1,451",4.2,"3,886"
/Dyazo-Resistant-Compatible-laptops-Notebooks/dp/B09BFV96TS,"Dyazo Water Resistant Laptop Sleeve with Handle Compatible for 15 Inch to 15.6"" Inches laptops & Notebooks - Grey",₹299,4.3,"4,378"
/Half-Moon-Laptop-Backpack-Polyester/dp/B09CMS3K2S,Half Moon 30L Water Resistant 15.6 inch Laptop Bag/Backpack for Men | School Bag for Boys Girls | Office Bag pack for Men/Office Back Packed for Women with Padded Laptop Compartment,₹599,3.6,75
/Gear-Classic-Leather-Backpack-LBPCLSLTH0101/dp/B07G4D13LB,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,₹979,4.4,"2,712"
/gp/bestsellers/shoes/1983354031/ref=sr_bs_13_1983354031_1,Lavie Women's Ushawu Satchel Bag | Ladies Purse Handbag,"₹1,249",4.1,"6,847"
/F-Gear-Repel-Laptop-Backpacks/dp/B01GTS0LS2,F Gear Repel 30 ltrs Rain and Dust Cover for Laptop Bags and Backpacks,₹249,4.1,"2,292"
/TYPIFY%C2%AE-Quality-Backpack-Designer-Spacious/dp/B082SZV6F1,"TYPIFY® Preppy Korean Ribbon Women Backpack College Bag, latest Girls. Gift for Her",₹899,4.1,789
/Yours-Choice-Briefcase-Messenger-Detachable/dp/B0B6PF1L69,Dell Laptop bag,"₹2,499",4.2,184
/F-Gear-Enzo-Waist-Bag-Enzo-Spruce-Yellow/dp/B08QM71P12,F Gear Enzo Sports Waist Bag (Enzo Spruce Yellow),₹265,4.2,204
/Gear-ltr-Black-Orange-DUFPRO2000106/dp/B00Z93WSVW,Gear polyester 44 cms Duffle Bag(DUFPRO2000106_Black),₹445,4.3,836
/HEROZ-Backpack-Resistant-Computer-17-3-inch/dp/B083N3DCTM,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- ALL) (Navy Blue),"₹1,451",4.2,"3,886"
/Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK,Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey),₹819,4.2,"1,698"
/Half-Moon-Laptop-Backpack-Polyester/dp/B09CMS3K2S,Half Moon 30L Water Resistant 15.6 inch Laptop Bag/Backpack for Men | School Bag for Boys Girls | Office Bag pack for Men/Office Back Packed for Women with Padded Laptop Compartment,₹599,3.6,75
/HEROZ-Hammer-Durable-Travel-Laptop/dp/B07MGDFT9C,HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & Black),"₹1,359",4.2,"8,039"
/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ,Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,₹749,4.0,"6,232"
/gp/bestsellers/shoes/1983352031/ref=sr_bs_8_1983352031_1,INOVERA (LABEL) Women Handbags Shoulder Hobo Bag Purse With Long Strap,"₹1,299",4.1,"8,316"
/Gear-Classic-Leather-Backpack-LBPCLSLTH0101/dp/B07G4D13LB,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,₹979,4.4,"2,712"
/gp/bestsellers/shoes/1983354031/ref=sr_bs_10_1983354031_1,Lavie Women's Ushawu Satchel Bag | Ladies Purse Handbag,"₹1,249",4.1,"6,847"
/Shoulder-Lightweight-Duffle-Weekend-Blue-Orange/dp/B09139DYF1,"Aurion Vista Polyester Sports Gym Duffle Bag with Wet Pocket and Shoe Compartment - 1Pc (Blue, 24 Cms) | Lightweight Duffle Bags | Travel Duffel Backpack for Men and Women | Camping | Swimming | Yoga",₹349,4.0,"1,088"
/SFANE-Polyester-Shoulder-Separate-Compartment/dp/B08KG7J7L5,"SFANE Polyester Red Duffel Gym Bag, Shoulder Bag, Sports Bag for Men & Women with Separate Shoe Compartment (Black) (Red) Set Of 1",₹387,4.3,338
/DZert-Polyester-Black-White-Laptop/dp/B07H193V57,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Black,₹339,3.8,"2,502"
/ZIPLINE-Polyester-Backpack-College-Outdoor/dp/B09XN3YD4Q,Zipline Unisex Casual Polyester 36 L Blue Backpack School Bag Women Men Boys Girls College Bag,₹843,3.6,112
/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC,Trajectory 15.6 Inch Vegan Leather Messenger Laptop bag for men in Office for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men,"₹1,399",4.1,480
/DZert-Polyester-Black-White-Laptop/dp/B07H193V57,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Black,₹339,3.8,"2,502"
/Gear-Classic-Leather-Backpack-LBPCLSLTH0101/dp/B07G4D13LB,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,₹979,4.4,"2,712"
/gp/bestsellers/shoes/1983354031/ref=sr_bs_2_1983354031_1,Lavie Women's Ushawu Satchel Bag | Ladies Purse Handbag,"₹1,249",4.1,"6,847"
/F-Gear-Circadian-Guc-Black-Casual-Backpack/dp/B084THQXCD,F Gear Circadian Guc Black 27 Ltrs Casual Backpack (3330),₹889,4.2,727
/Half-Moon-Waterproof-Backpack-Students/dp/B0BR149RMT,Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Sky Blue),₹699,3.6,88
/Gear-Colorado-Orange-Laptop-Backpack/dp/B097K6KD7W,F Gear Colorado Grey Orange 39 Ltrs Laptop Backpack (3814),"₹1,069",4.2,209
/WILD-MODA-Womens-Shoulder-Turquoise/dp/B099PLT91X,"WILD MODA Women's Shoulder Bag, Set of 1",₹849,4.2,"4,061"
/Glowic-Hopping-Shoulder-Handbags-WBAG-34/dp/B09HHNZ47K,"Glowic Hopping Grocery, Travel, Beach | Shoulder Handbags Women, College Bags for Girls Stylish Trendy(WBAG-34) (Multi Colour)",₹459,3.7,432
/SFANE-Polyester-Shoulder-Separate-Compartment/dp/B08KG7J7L5,"SFANE Polyester Red Duffel Gym Bag, Shoulder Bag, Sports Bag for Men & Women with Separate Shoe Compartment (Black) (Red) Set Of 1",₹387,4.3,338
/Lunars-Travel-Laptop-Bag-compartments/dp/B08NHL52MK,"Lunar's Unisex 50L Water Resistant Office/Travel/Business Laptop Backpack, Bag for up to 17.3 inch Laptop/MacBook with rain Cover and 2 Large compartments","₹1,199",4.0,"2,654"
/ZIPLINE-Polyester-Backpack-College-Outdoor/dp/B09XN3YD4Q,Zipline Unisex Casual Polyester 36 L Blue Backpack School Bag Women Men Boys Girls College Bag,₹843,3.6,112
/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC,Trajectory 15.6 Inch Vegan Leather Messenger Laptop bag for men in Office for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men,"₹1,399",4.1,480
/Tabelito-NEO-Backpack-Business-Compartment/dp/B0C2D24G29,"Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook.",₹399,3.9,114
/Storite-Cross-Travel-Dark-Grey/dp/B07PFF4RYC,Storite Stylish Padded Small Nylon Sling Cross Body Travel Office Business Messenger One Side Shoulder Bag for Men Women (25x16x7.5cm) (Dark Grey),₹395,4.1,"8,590"
/Caprese-Yondella-Womens-Sling-Saddle/dp/B07B9FBW3C,Caprese Yondella Women's Sling Bag (Saddle),"₹1,185",4.3,355
/ADISA-SL5038-women-girls-sling/dp/B08Q4FHQLN,ADISA SL5038 women girls sling bag,₹564,4.1,"1,197"
/Impulse-Impbee-Backpack-Business-Resistant/dp/B0C1CSS81H,Impulse Impbee 45L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with Rain Cover & 1 Year Warranty,₹881,4.3,8
/Fur-Jaden-Backpack-Trekking-BM38_Brown/dp/B07LBMV4NR,Fur Jaden Brown Leatherette Anti Theft Casual Laptop Backpack with 15.6 Inch Laptop Pocket,"₹1,769",4.2,"1,655"
/Backpack-Business-Scratch-resistant-Multiple-Comfortable/dp/B0B6FNPN76,Arctic Hunter Backpack for Men Premium Business Backpack Office Travel Laptop Bag with 15.6 Inch Laptop Pocket Water/Scratch-resistant Multiple Pocket Comfortable and Padded Backpack for Men,"₹5,999",4.4,153
/OMRON-BAGS-Backpack-Charging-Resistant/dp/B098LVQRSL,"OMRON BAGS Laptop Backpack With USB Charging Port, Water Resistant with College Computer Bag for Men & Women (Dark Grey)",₹699,4.1,50
/Gear-Executive-Anti-Theft-Backpack-BKPPKREXE0101/dp/B097KCMQKG,Gear Parker 23L Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women - Black,₹745,4.3,430
/Fast-Travel-partition-Collage-Backpack/dp/B09VCQWRC4,"Fast Travel 45 Ltrs, 46 cms School Bag Class 5-12 Large 4 partition Laptop Collage Office Travel Backpack Unisex",₹692,4.1,959
/TAGUDA-foldable-portable-lightweight-organizer/dp/B0B8CSC4F1,TAGUDA travel foldable portable lightweight luggage storage duffle tote hand organizer easy carry bags backpack set for men women travel luggage (Mint Green Travel bag),₹299,3.5,86
/Martucci-Laptop-Backpack-College-Reflective/dp/B0B7DT6HY3,Martucci Large 35 L Backpack Spacy Unisex/College/School/Travel Backpack with Rain Cover and Reflective Strip,₹746,4.0,"1,223"
/LOOKMUSTER-Waterproof-Backpack-College-Business/dp/B0BS6YGKMC,LOOKMUSTER Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack…,₹614,3.9,37
/Glowic-Grocery-Shoulder-Handbags-WBAG-50/dp/B09YRWZBW8,"Glowic Canvas Grocery, Travel, Beach | Shoulder Handbags Women, College Bags for Girls Stylish Trendy(WBAG-50)",₹489,3.5,245
/Gear-LOGI-Q-Resistant-Backpack-Black-White/dp/B0BTJ2VV17,Gear LOGI-Q 27L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women (Black-White),₹945,5.0,2
/Hilfiger-Connor-Backpack-TH-CONNORLAP07/dp/B07N99SXB1,Tommy Hilfiger Connor Laptop Backpack,"₹1,649",4.1,127
/Genie-compartments-Resistant-Lightweight-Travelling/dp/B097JJ64SH,"Genie Fringe Laptop Backpack for Women, 3 compartments, Stylish and Trendy College Bags for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose. 36 litres","₹1,299",5.0,9
/Wildcraft-Green-Casual-Backpack-11650-Green/dp/B079DV66TY,Wildcraft 29.5 Ltrs Green Casual Backpack (11650-Green),"₹1,038",4.1,393
